title_supplier,artist,title_norm,author_norm,title_ref,author,author_norm_supplier,author_norm_ref,provider,file
SOCADONA,LUDMILLA,socadona,,SOCADONA,T-305.217.548-7,ludmilla,t-305.217.548-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,,ludmilla,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,T-305.217.548-7,ludmilla,t-305.217.548-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,,ludmilla,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,T-305.217.548-7,ludmilla,t-305.217.548-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,,ludmilla,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,T-305.217.548-7,ludmilla,t-305.217.548-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,,ludmilla,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,T-305.217.548-7,ludmilla,t-305.217.548-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOCADONA,LUDMILLA,socadona,,SOCADONA,,ludmilla,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MARIA,BLONDIE,maria,,MARIA,T-307.006.304-2,blondie,t-307.006.304-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MARIA,BLONDIE,maria,,MARIA,T-311.953.638-4,blondie,t-311.953.638-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BAILE DE FAVELA,CACAU PROTASIO,baile de favela,,BAILE DE FAVELA,T-303.383.693-6,cacau protasio,t-303.383.693-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ELA,SORRISO MAROTO,ela,,ELA,T-322.696.235-8,sorriso maroto,t-322.696.235-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ELA,SORRISO MAROTO,ela,,ELA,T-322.696.235-8,sorriso maroto,t-322.696.235-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ELA,SORRISO MAROTO,ela,,ELA,T-322.696.235-8,sorriso maroto,t-322.696.235-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SO VOCE,FABIO JR,so voce,,SO VOCE,T-039.310.698-3,fabio jr,t-039.310.698-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MAGICA,HUGO & GUILHERME,magica,,MÁGICA,T-307.416.503-6,hugo & guilherme,t-307.416.503-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MAGICA,HUGO & GUILHERME,magica,,MÁGICA,T-307.416.503-6,hugo & guilherme,t-307.416.503-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MAGICA,HUGO & GUILHERME,magica,,MÁGICA,T-307.416.503-6,hugo & guilherme,t-307.416.503-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
LISTEN,BEYONCÉ,listen,,LISTEN,,beyonce,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
LISTEN,BEYONCÉ,listen,,LISTEN,,beyonce,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
LISTEN,BEYONCÉ,listen,,LISTEN,,beyonce,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
LISTEN,BEYONCÉ,listen,,LISTEN,,beyonce,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-039.479.823-2,"feyjao,natiruts",t-039.479.823-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-325.754.252-8,"feyjao,natiruts",t-325.754.252-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-307.418.982-1,"feyjao,natiruts",t-307.418.982-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-308.118.451-8,"feyjao,natiruts",t-308.118.451-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-308.505.756-9,"feyjao,natiruts",t-308.505.756-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-039.479.823-2,"feyjao,natiruts",t-039.479.823-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-325.754.252-8,"feyjao,natiruts",t-325.754.252-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-307.418.982-1,"feyjao,natiruts",t-307.418.982-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-308.118.451-8,"feyjao,natiruts",t-308.118.451-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-308.505.756-9,"feyjao,natiruts",t-308.505.756-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GIRASSOL,TONI GARRIDO,girassol,,GIRASSOL,T-335.572.256-0,toni garrido,t-335.572.256-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GIRASSOL,TONI GARRIDO,girassol,,GIRASSOL,T-335.572.256-0,toni garrido,t-335.572.256-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GIRASSOL,TONI GARRIDO,girassol,,GIRASSOL,T-335.572.256-0,toni garrido,t-335.572.256-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GIRASSOL,TONI GARRIDO,girassol,,GIRASSOL,T-335.572.256-0,toni garrido,t-335.572.256-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GIRASSOL,TONI GARRIDO,girassol,,GIRASSOL,T-335.572.256-0,toni garrido,t-335.572.256-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SO VOCE,FABIO JR,so voce,,SO VOCE,T-039.310.698-3,fabio jr,t-039.310.698-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ME PERDOA,"FERRUGEM,IZA",me perdoa,,ME PERDOA,,"ferrugem,iza",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ME PERDOA,"FERRUGEM,IZA",me perdoa,,ME PERDOA,,"ferrugem,iza",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ME PERDOA,"FERRUGEM,IZA",me perdoa,,ME PERDOA,,"ferrugem,iza",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GRATIDAO,L7NNON,gratidao,,GRATIDÃO,T-305.217.523-8,l7nnon,t-305.217.523-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GRATIDAO,L7NNON,gratidao,,GRATIDÃO,T-305.217.523-8,l7nnon,t-305.217.523-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MORENA,NAMORADO PIPOCA,morena,,MORENA,,namorado pipoca,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MORENA,NAMORADO PIPOCA,morena,,MORENA,T-312.550.698-7,namorado pipoca,t-312.550.698-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MORENA,NAMORADO PIPOCA,morena,,MORENA,,namorado pipoca,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MORENA,NAMORADO PIPOCA,morena,,MORENA,T-312.550.698-7,namorado pipoca,t-312.550.698-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MARIA,BLONDIE,maria,,MARIA,T-307.006.304-2,blondie,t-307.006.304-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MARIA,BLONDIE,maria,,MARIA,T-311.953.638-4,blondie,t-311.953.638-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
TRAVESSIA,MILTON NASCIMENTO E PEDRO BIAL,travessia,,TRAVESSIA,T-313.642.509-3,milton nascimento e pedro bial,t-313.642.509-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
TRAVESSIA,MILTON NASCIMENTO E PEDRO BIAL,travessia,,TRAVESSIA,T-313.642.509-3,milton nascimento e pedro bial,t-313.642.509-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
PEGANDO FOGO,MARCUS MAJELLA,pegando fogo,,PEGANDO FOGO,T-305.213.998-3,marcus majella,t-305.213.998-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
PEGANDO FOGO,MARCUS MAJELLA,pegando fogo,,PEGANDO FOGO,T-305.213.998-3,marcus majella,t-305.213.998-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
PSICOSE,ECLIPSE SOUL,psicose,,PSICOSE,T-312.553.380-0,eclipse soul,t-312.553.380-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
TEMPORAL,LUCIO MAURO E FILHOS,temporal,,TEMPORAL,T-307.003.180-6,lucio mauro e filhos,t-307.003.180-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
UTOPIA,MARCIO ART,utopia,,UTOPIA,T-040.522.248-1,marcio art,t-040.522.248-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
UTOPIA,MARCIO ART,utopia,,UTOPIA,T-329.283.611-0,marcio art,t-329.283.611-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
UTOPIA,MARCIO ART,utopia,,UTOPIA,T-040.522.248-1,marcio art,t-040.522.248-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
UTOPIA,MARCIO ART,utopia,,UTOPIA,T-329.283.611-0,marcio art,t-329.283.611-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
UTOPIA,MARCIO ART,utopia,,UTOPIA,T-040.522.248-1,marcio art,t-040.522.248-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
UTOPIA,MARCIO ART,utopia,,UTOPIA,T-329.283.611-0,marcio art,t-329.283.611-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SEM FILTRO,IZA,sem filtro,,SEM FILTRO,T-335.572.263-9,iza,t-335.572.263-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SEM FILTRO,IZA,sem filtro,,SEM FILTRO,T-335.572.263-9,iza,t-335.572.263-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SEM FILTRO,IZA,sem filtro,,SEM FILTRO,T-335.572.263-9,iza,t-335.572.263-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
CRIA,MARIA RITA,cria,,CRIA,T-317.733.193-6,maria rita,t-317.733.193-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
CRIA,MARIA RITA,cria,,CRIA,T-317.733.193-6,maria rita,t-317.733.193-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
OPENING,BRUCE BRUBAKE,opening,,OPENING,,bruce brubake,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,,"pabllo vittar,pocah",nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BANDIDA,"PABLLO VITTAR,POCAH",bandida,,BANDIDA,T-313.263.400-1,"pabllo vittar,pocah",t-313.263.400-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BAILE DE FAVELA,MC JOAO,baile de favela,,BAILE DE FAVELA,T-303.383.693-6,mc joao,t-303.383.693-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
FRIO,FILHOS DA BAHIA,frio,,FRIO,T-313.413.891-9,filhos da bahia,t-313.413.891-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
FRIO,FILHOS DA BAHIA,frio,,FRIO,T-313.413.891-9,filhos da bahia,t-313.413.891-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
FRIO,FILHOS DA BAHIA,frio,,FRIO,T-313.413.891-9,filhos da bahia,t-313.413.891-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
DESERTO,PADRE MARCELO ROSSI,deserto,,DESERTO,T-039.611.378-2,padre marcelo rossi,t-039.611.378-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BIGODE GROSSO,MC MARCELLY,bigode grosso,,BIGODE GROSSO,T-040.000.440-1,mc marcelly,t-040.000.440-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SO VOCE,FABIO JUNIOR,so voce,,SO VOCE,T-039.310.698-3,fabio junior,t-039.310.698-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SOU EU,LUDMILLA,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MEDO,PHIL ZAQ,medo,,MEDO,T-039.497.778-6,phil zaq,t-039.497.778-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MEDO,PHIL ZAQ,medo,,MEDO,,phil zaq,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
PERFUME,JHONNY MAICK,perfume,,PERFUME,T-305.215.262-8,jhonny maick,t-305.215.262-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
PERFUME,JHONNY MAICK,perfume,,PERFUME,T-305.215.262-8,jhonny maick,t-305.215.262-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
DINGO BELL,MC TETEU,dingo bell,,DINGO BELL,T-305.213.621-3,mc teteu,t-305.213.621-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VERMELHO,FAFÁ DE BELÉM,vermelho,,VERMELHO,T-313.315.106-7,fafa de belem,t-313.315.106-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MELO DO MENINAO,ACADEMIA DA BERLINDA,melo do meninao,,MELO DO MENINAO,T-039.519.214-9,academia da berlinda,t-039.519.214-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MELO DO MENINAO,ACADEMIA DA BERLINDA,melo do meninao,,MELO DO MENINAO,T-039.519.214-9,academia da berlinda,t-039.519.214-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MELO DO MENINAO,ACADEMIA DA BERLINDA,melo do meninao,,MELO DO MENINAO,T-039.519.214-9,academia da berlinda,t-039.519.214-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MELO DO MENINAO,ACADEMIA DA BERLINDA,melo do meninao,,MELO DO MENINAO,T-039.519.214-9,academia da berlinda,t-039.519.214-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MELO DO MENINAO,ACADEMIA DA BERLINDA,melo do meninao,,MELO DO MENINAO,T-039.519.214-9,academia da berlinda,t-039.519.214-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
POIS E,CHICO ANYSIO,pois e,,POIS É,,chico anysio,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AI AMOR,DONIZETE,ai amor,,AI AMOR,,donizete,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AI AMOR,DONIZETE,ai amor,,AÍ AMOR,T-307.202.252-3,donizete,t-307.202.252-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AI AMOR,DONIZETE,ai amor,,AI AMOR,,donizete,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AI AMOR,DONIZETE,ai amor,,AÍ AMOR,T-307.202.252-3,donizete,t-307.202.252-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AI AMOR,DONIZETE,ai amor,,AI AMOR,,donizete,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AI AMOR,DONIZETE,ai amor,,AÍ AMOR,T-307.202.252-3,donizete,t-307.202.252-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AI AMOR,DONIZETE,ai amor,,AI AMOR,,donizete,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AI AMOR,DONIZETE,ai amor,,AÍ AMOR,T-307.202.252-3,donizete,t-307.202.252-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
PEGANDO FOGO,GAL COSTA,pegando fogo,,PEGANDO FOGO,T-305.213.998-3,gal costa,t-305.213.998-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
PEGANDO FOGO,GAL COSTA,pegando fogo,,PEGANDO FOGO,T-305.213.998-3,gal costa,t-305.213.998-3,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VERDADE,MARCIO LOMIRANDA,verdade,,VERDADE,T-302.003.913-4,marcio lomiranda,t-302.003.913-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VERDADE,MARCIO LOMIRANDA,verdade,,VERDADE,T-302.003.913-4,marcio lomiranda,t-302.003.913-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
